"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","PARENC","SEXO","EDAD","P3_6_1","P3_6_2","P3_6_3","P3_6_4","P3_6_5","P3_6_6","P3_6_7","P3_6_8","P3_7","P3_8","P3_9","P3_10","P3_11","P3_12","P3_13","CVEGEO","CVE_ENT","TLOC","MENOR10","EST_DIS","UPM_DIS","FAC_HOG","CONTROL","VIV_SEL","HOGAR","N_REN"
"116007318103","116007318","1160073181","3","","2","26","2","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","18","1","03"
"116007319101","116007319","1160073191","1","","2","29","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01566",1990,"1160073","19","1","01"
"116007319103","116007319","1160073191","3","","1","04","1","1","1","1","1","1","1","1","","3","09","1","","","","11","11","4","1","0096","01566",1990,"1160073","19","1","03"
"116007319102","116007319","1160073191","3","","2","07","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01566",1990,"1160073","19","1","02"
"116007320101","116007320","1160073201","1","","1","26","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01566",1990,"1160073","20","1","01"
"116007320102","116007320","1160073201","2","","2","26","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01566",1990,"1160073","20","1","02"
"116007320103","116007320","1160073201","3","","2","00","1","1","1","1","1","1","1","1","","3","08","2","1","","","11","11","4","1","0096","01566",1990,"1160073","20","1","03"
"116054901101","116054901","1160549011","1","","1","82","2","1","2","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","01","1","01"
"116054901102","116054901","1160549011","2","","2","81","2","2","1","2","2","2","2","2","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","01","1","02"
"116054902101","116054902","1160549021","1","","2","78","2","1","2","2","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","02","1","01"
"116054903101","116054903","1160549031","1","","1","79","2","1","3","3","1","1","1","1","1","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","03","1","01"
"116054903102","116054903","1160549031","2","","2","79","2","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","03","1","02"
"116054903103","116054903","1160549031","3","","2","54","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","03","1","03"
"116054904101","116054904","1160549041","1","","1","57","2","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","04","1","01"
"116054904102","116054904","1160549041","2","","2","55","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","04","1","02"
"116054904103","116054904","1160549041","3","","2","35","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","04","1","03"
"116054904105","116054904","1160549041","4","","1","14","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","04","1","05"
"116054904106","116054904","1160549041","4","","2","12","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","04","1","06"
"116054904104","116054904","1160549041","5","","1","32","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","04","1","04"
"116054905101","116054905","1160549051","1","","1","33","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","05","1","01"
"116054905102","116054905","1160549051","2","","2","35","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","4","1","0096","01567",1836,"1160549","05","1","02"
"116054905103","116054905","1160549051","3","","2","12","1","1","1","1","1","1","1","1","","3","02","","","1","","11","11","4","1","0096","01567",1836,"1160549","05","1","03"
"116054905104","116054905","1160549051","3","","2","06","1","1","1","1","1","1","1","1","","3","02","","","1","","11","11","4","1","0096","01567",1836,"1160549","05","1","04"
"116054906101","116054906","1160549061","1","","1","33","2","1","1","1","1","1","1","1","","2","02","","","","","11","11","4","1","0096","01567",1836,"1160549","06","1","01"
"116054906102","116054906","1160549061","2","","2","25","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","4","1","0096","01567",1836,"1160549","06","1","02"
"116054906105","116054906","1160549061","3","","1","03","1","1","1","1","1","1","1","1","","2","02","2","2","","","11","11","4","1","0096","01567",1836,"1160549","06","1","05"
"116054906103","116054906","1160549061","7","419","2","21","1","1","1","1","1","1","1","1","","2","02","","","2","02","11","11","4","1","0096","01567",1836,"1160549","06","1","03"
"116054906104","116054906","1160549061","7","419","1","18","3","1","1","1","1","1","1","1","2","2","02","","","2","01","11","11","4","1","0096","01567",1836,"1160549","06","1","04"
"116054907101","116054907","1160549071","1","","2","32","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","07","1","01"
"116054907102","116054907","1160549071","3","","1","11","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","07","1","02"
"116054907103","116054907","1160549071","3","","2","05","1","1","1","1","1","1","1","1","","2","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","07","1","03"
"116054907104","116054907","1160549071","3","","2","04","1","1","1","1","1","1","1","1","","2","09","1","","","","11","11","4","1","0096","01567",1836,"1160549","07","1","04"
"116054907105","116054907","1160549071","6","","1","76","1","1","1","1","1","1","1","1","","1","02","","","","","11","11","4","1","0096","01567",1836,"1160549","07","1","05"
"116054908101","116054908","1160549081","1","","2","83","1","1","2","2","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","08","1","01"
"116054908102","116054908","1160549081","3","","2","52","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","08","1","02"
"116054909101","116054909","1160549091","1","","1","83","2","1","1","4","1","2","1","1","1","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","09","1","01"
"116054910101","116054910","1160549101","1","","2","57","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","10","1","01"
"116054910102","116054910","1160549101","3","","2","32","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","10","1","02"
"116054910104","116054910","1160549101","4","","2","09","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","10","1","04"
"116054910103","116054910","1160549101","4","","2","14","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","10","1","03"
"116054910105","116054910","1160549101","4","","1","08","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","10","1","05"
"116054910201","116054910","1160549102","1","","2","24","1","1","1","1","1","1","1","1","","3","09","","","2","04","11","11","4","1","0096","01567",1836,"1160549","10","2","01"
"116054910202","116054910","1160549102","2","","1","30","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","10","2","02"
"116054910203","116054910","1160549102","3","","2","07","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","10","2","03"
"116054910204","116054910","1160549102","3","","2","03","1","1","1","1","1","1","1","1","","3","09","2","1","","","11","11","4","1","0096","01567",1836,"1160549","10","2","04"
"116054911101","116054911","1160549111","1","","1","40","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","11","1","01"
"116054911102","116054911","1160549111","2","","2","33","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","11","1","02"
"116054911103","116054911","1160549111","3","","2","11","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","11","1","03"
"116054911104","116054911","1160549111","3","","1","06","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","11","1","04"
"116054912101","116054912","1160549121","1","","1","38","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","12","1","01"
"116054912102","116054912","1160549121","2","","2","34","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","12","1","02"
"116054912103","116054912","1160549121","3","","2","05","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","12","1","03"
"116054913101","116054913","1160549131","1","","1","33","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","13","1","01"
"116054913102","116054913","1160549131","2","","2","32","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","13","1","02"
"116054913104","116054913","1160549131","3","","2","07","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","13","1","04"
"116054913103","116054913","1160549131","3","","1","11","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","13","1","03"
"116054914101","116054914","1160549141","1","","1","47","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","14","1","01"
"116054914102","116054914","1160549141","2","","2","38","1","1","1","1","1","1","1","1","","3","09","","","","","11","11","4","1","0096","01567",1836,"1160549","14","1","02"
"116054914104","116054914","1160549141","3","","2","13","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","14","1","04"
"116054914103","116054914","1160549141","3","","2","15","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","14","1","03"
"116054914105","116054914","1160549141","3","","2","05","1","1","1","1","1","1","1","1","","3","09","","","1","","11","11","4","1","0096","01567",1836,"1160549","14","1","05"
"116054915101","116054915","1160549151","1","","1","88","1","2","2","3","1","1","1","1","1","1","03","","","","","11","11","4","1","0096","01567",1836,"1160549","15","1","01"
"116054916101","116054916","1160549161","1","","1","39","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","4","1","0096","01567",1836,"1160549","16","1","01"
"116054916102","116054916","1160549161","2","","2","40","1","1","1","1","1","1","1","1","","3","02","","","","","11","11","4","1","0096","01567",1836,"1160549","16","1","02"
"116054916103","116054916","1160549161","3","","1","07","1","1","1","1","1","1","1","1","","3","02","","","1","","11","11","4","1","0096","01567",1836,"1160549","16","1","03"
"116054917101","116054917","1160549171","1","","1","42","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","17","1","01"
"116054917102","116054917","1160549171","2","","2","40","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","17","1","02"
"116054917103","116054917","1160549171","3","","1","18","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01567",1836,"1160549","17","1","03"
"116054919101","116054919","1160549191","1","","1","57","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","19","1","01"
"116054919102","116054919","1160549191","2","","2","46","1","1","1","1","1","1","1","1","","3","03","","","","","11","11","4","1","0096","01567",1836,"1160549","19","1","02"
"116054919104","116054919","1160549191","3","","2","18","1","1","1","1","1","1","1","1","","3","03","","","1","","11","11","4","1","0096","01567",1836,"1160549","19","1","04"
"116054919103","116054919","1160549191","3","","1","23","1","1","1","1","1","1","1","1","","3","03","","","2","02","11","11","4","1","0096","01567",1836,"1160549","19","1","03"
"116054920101","116054920","1160549201","1","","2","42","1","1","1","1","1","1","1","1","","3","01","","","","","11","11","4","1","0096","01567",1836,"1160549","20","1","01"
"116054920106","116054920","1160549201","3","","2","03","1","1","1","1","1","1","1","1","","3","01","1","","","","11","11","4","1","0096","01567",1836,"1160549","20","1","06"
"116054920105","116054920","1160549201","3","","2","10","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01567",1836,"1160549","20","1","05"
"116054920104","116054920","1160549201","3","","2","14","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01567",1836,"1160549","20","1","04"
"116054920103","116054920","1160549201","3","","1","15","1","1","1","1","1","1","1","1","","3","01","","","1","","11","11","4","1","0096","01567",1836,"1160549","20","1","03"
